"","symbol","EntrezGene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000027848","Olfml3","99543",2340.58736786778,1.27794937371646,0.0722926458493354,17.6774464221412,6.25664854030724e-70,2.84087258721686e-67
"ENSMUSG00000030124","Lag3","16768",1081.47327810806,1.7998640553802,0.102412538015585,17.5746455488321,3.85290681375958e-69,1.71704078653934e-66
"ENSMUSG00000018008","Cyth4","72318",1452.51735255093,1.09451096052315,0.0629694428125299,17.3816205390556,1.13694774628277e-67,4.97466318441727e-65
"ENSMUSG00000037686","Aspg","104816",685.224970311032,1.36311017327548,0.0791736375709672,17.2167177749495,1.98955856083878e-66,8.54977263689022e-64
"ENSMUSG00000060802","B2m","12010",10150.7642770832,1.08985130083692,0.0637109106424015,17.1061956240756,1.33435222459973e-65,5.63354145350744e-63
"ENSMUSG00000020143","Dock2","94176",794.819055582382,1.22921773712424,0.0720350014350098,17.0641731469006,2.74244740842343e-65,1.13787925661569e-62
"ENSMUSG00000030798","Cd37","12493",638.937475264744,1.5666154275062,0.0923485316165707,16.9641617477011,1.51242534324438e-64,6.16890099748745e-62
"ENSMUSG00000029919","Hpgds","54486",1186.2745725615,1.06824962737062,0.0630561289053695,16.9412497391614,2.23329342502746e-64,8.95736771221431e-62
"ENSMUSG00000029484","Anxa3","11745",1345.06909487156,0.918814880134006,0.054949064606781,16.7212105739944,9.18346739422093e-63,3.62295316134306e-60
"ENSMUSG00000006519","Cyba","13057",563.152844644675,1.42059247162529,0.0855828987749484,16.5990226080204,7.08349750112356e-62,2.7494252800732e-59
"ENSMUSG00000018927","Ccl6","20305",501.562453773189,3.54270039442132,0.214686195745335,16.5017614761954,3.56344256039554e-61,1.36117849549077e-58
"ENSMUSG00000030560","Ctsc","13032",1199.23583512247,0.896299180511465,0.0549287779821584,16.3174789871094,7.41345073652575e-60,2.78757331210144e-57
"ENSMUSG00000026480","Ncf2","17970",595.354494213055,1.4838281100443,0.0916027609187205,16.1985085947453,5.16649320271454e-59,1.91279475266655e-56
"ENSMUSG00000052336","Cx3cr1","13051",6015.32267972189,0.95984504208849,0.0594111449987405,16.1559761574842,1.03073902934486e-58,3.75829314260363e-56
"ENSMUSG00000021091","Serpina3n","20716",4304.35095979469,2.14536540673891,0.133411159054805,16.0808542699011,3.47553092412611e-58,1.24833808491186e-55
"ENSMUSG00000038204","Asb10","117590",99.1001677257143,3.53473846652128,0.221768074353496,15.938896871544,3.40308198598787e-57,1.20434070577644e-54
"ENSMUSG00000026288","Inpp5d","16331",1672.3213778965,0.981516331681071,0.0616877827244156,15.9110327577489,5.3129790169873e-57,1.85299768179419e-54
"ENSMUSG00000015340","Cybb","13058",239.625775753786,2.29123656768193,0.145093052615111,15.7914974313753,3.5602685593538e-56,1.22396946972642e-53
"ENSMUSG00000033207","Mamdc2","71738",566.028110615313,1.80397742159923,0.114498205765712,15.7555082154785,6.29512561246238e-56,2.13369292766066e-53
"ENSMUSG00000052142","Rasal3","320484",405.245649852684,1.38137575064363,0.0877126575164616,15.748875815151,6.9913116408989e-56,2.33674881441989e-53
"ENSMUSG00000055541","Lair1","52855",1139.85624794508,1.01196475815463,0.0643660834260473,15.7220185583812,1.06864054335638e-55,3.52285406518786e-53
"ENSMUSG00000035697","Arhgap45","70719",1062.09764818936,0.949998456322377,0.0606069855052776,15.6747353197372,2.25160984253397e-55,7.32229606224055e-53
"ENSMUSG00000022817","Itgb5","16419",5939.77873380318,0.697944990442705,0.0445523411813774,15.665730956793,2.59429795057605e-55,8.32423735741503e-53
"ENSMUSG00000005142","Man2b1","17159",6879.58066813856,0.678073127444602,0.0441988173801538,15.3414314598623,4.04182872379531e-53,1.27982379260703e-50
"ENSMUSG00000004266","Ptpn6","15170",576.091698533683,1.65986458817948,0.10950858013022,15.1573930207631,6.77038019070779e-52,2.11596362713484e-49
"ENSMUSG00000029925","Tbxas1","21391",412.888979285973,1.49744048606288,0.0988620226838913,15.1467716865445,7.95807851803203e-52,2.45527127610821e-49
"ENSMUSG00000044583","Tlr7","170743",480.046028925979,1.45920673027414,0.096593329382012,15.106702912198,1.46277968423021e-51,4.45592317734179e-49
"ENSMUSG00000032359","Ctsh","13036",1461.22877085334,1.09446579886945,0.0727566477564318,15.0428288358393,3.84750900625555e-51,1.15737880294425e-48
"ENSMUSG00000031995","St14","19143",272.097749711877,2.40831686903379,0.161369444939585,14.9242433716955,2.29220871548325e-50,6.8101237948277e-48
"ENSMUSG00000056737","Capg","12332",372.446244332,1.60219547992822,0.109776981865368,14.5950039134176,3.02195375124391e-48,8.86869719801034e-46
"ENSMUSG00000064267","Hvcn1","74096",210.740957359911,1.97478386602899,0.135956891678388,14.5250736586449,8.40519024339273e-48,2.43699883382224e-45
"ENSMUSG00000051504","Siglech","233274",1294.27864312399,0.81955005106853,0.056445381353688,14.5193465154077,9.13771994596021e-48,2.61784798213729e-45
"ENSMUSG00000059336","Slc14a1","108052",2071.49108696683,0.803867294634456,0.0554439269814619,14.4987438372328,1.23387274790049e-47,3.49331149155593e-45
"ENSMUSG00000020399","Havcr2","171285",436.471326776031,1.35362305755444,0.094663340944139,14.2993374632026,2.20902559526323e-46,6.1814187151174e-44
"ENSMUSG00000021477","Ctsl","13039",8701.98213825815,0.697113294925419,0.0488903521550803,14.2587088085227,3.95708285855572e-46,1.09456550564533e-43
"ENSMUSG00000078945","Naip2","17948",299.294100326268,1.73634473147283,0.123954410641715,14.0079301937199,1.39409026105066e-44,3.81236160593002e-42
"ENSMUSG00000026786","Apbb1ip","54519",843.150297845152,1.21525554114641,0.087102095469883,13.9520815726713,3.05555466376811e-44,8.26201381837973e-42
"ENSMUSG00000029816","Gpnmb","93695",1833.4060803619,3.28807357557722,0.236967721468544,13.8756179753102,8.90225217119213e-44,2.38036331666376e-41
"ENSMUSG00000014599","Csf1","12977",3556.076256848,0.681059891553507,0.0495515728031035,13.7444656753832,5.4977439756029e-43,1.45388141508663e-40
"ENSMUSG00000063286",NA,NA,734.950087173348,1.354111168861,0.0992339465554586,13.6456446192457,2.14310008777488e-42,5.6058373491633e-40
"ENSMUSG00000036908","Unc93b1","54445",1791.19909786252,0.867703516764842,0.0644569291936403,13.4617569843904,2.62596907825867e-41,6.79504794282741e-39
"ENSMUSG00000018819","Lsp1","16985",429.680645661848,1.17616450989545,0.08755879468498,13.4328540511215,3.88158192302698e-41,9.83265989238361e-39
"ENSMUSG00000034116","Vav1","22324",511.797554049641,1.16320940134345,0.0865926330252581,13.4331219724448,3.86756097325753e-41,9.83265989238361e-39
"ENSMUSG00000032440","Tgfbr2","21813",3385.01099213601,0.736654082212325,0.0552610768987239,13.3304329838229,1.54001259065393e-40,3.86045864521737e-38
"ENSMUSG00000022148","Fyb1","23880",563.739401747723,1.13875562216842,0.0859715910589391,13.2457199889174,4.77678743345259e-40,1.1850864905777e-37
"ENSMUSG00000023367","Tmem176a","66058",1252.02825518392,0.827018978339243,0.0624996891556605,13.2323694647422,5.70597374209251e-40,1.40116589901486e-37
"ENSMUSG00000022146","Osmr","18414",861.007340635162,1.02453045460782,0.0777285024643361,13.1808850309178,1.13056690801191e-39,2.74819117588956e-37
"ENSMUSG00000015950","Ncf1","17969",671.822843332695,1.23368533774388,0.0937410491851995,13.1605667790911,1.47971678757391e-39,3.56093844929661e-37
"ENSMUSG00000071068","Treml2","328833",98.2566072360325,2.58409330135217,0.196749362658977,13.1339348012585,2.10431686120804e-39,5.0138995311853e-37
"ENSMUSG00000002602","Axl","26362",6224.09259852497,0.542588874698666,0.0413759598956868,13.1136262715497,2.75122305914921e-39,6.49099832533585e-37
"ENSMUSG00000007613","Tgfbr1","21812",3573.19462335651,0.570508170664357,0.0437835200782827,13.0302033652004,8.23877732754223e-39,1.92491433385732e-36
"ENSMUSG00000005087","Cd44","12505",859.140252759435,0.778250972664186,0.0606006211296797,12.8422936622844,9.50170166676064e-38,2.1986389481788e-35
"ENSMUSG00000002985","Apoe","11816",132053.635625206,0.545215513675648,0.042468995450397,12.8379658594103,1.00479992869288e-37,2.30290574133278e-35
"ENSMUSG00000015355","Cd48","12506",130.756077887217,2.25011280835602,0.175891427741132,12.7926234794547,1.80283553695102e-37,4.09294690535153e-35
"ENSMUSG00000004552","Ctse","13034",56.555204767435,4.33877887877933,0.33983454160161,12.767327471572,2.49577400695301e-37,5.61315901657236e-35
"ENSMUSG00000005373","Mlxipl","58805",507.858317598557,1.23986998464445,0.0975578679625182,12.7090721695641,5.26554765491243e-37,1.17329078069878e-34
"ENSMUSG00000025534","Gusb","110006",2167.72479080306,1.0090360399879,0.0798207434003489,12.6412759015157,1.25008770835656e-36,2.7599413487707e-34
"ENSMUSG00000015947","Fcgr1","14129",413.124130644738,1.27685624344616,0.101201765851634,12.6169364012687,1.70319118688442e-36,3.72611781021579e-34
"ENSMUSG00000021624","Cd180","17079",559.075170373581,2.44625307748047,0.194216882500717,12.595470826134,2.23621580568343e-36,4.84815615889835e-34
"ENSMUSG00000039013","Siglecf","233186",110.478173824082,2.30328281016054,0.183276592159109,12.5672503129095,3.19648917396799e-36,6.86817071174462e-34
"ENSMUSG00000033777","Tlr13","279572",403.399570808072,1.61376379868988,0.128870781432722,12.5223404463669,5.6348696154229e-36,1.20002776367391e-33
"ENSMUSG00000022831","Hcls1","15163",557.061622006201,1.15090695852827,0.0919244393166105,12.520141184264,5.7932008893572e-36,1.22292438072264e-33
"ENSMUSG00000051212","Gpr183","321019",164.793667818438,1.80776277396573,0.14487169212743,12.4783713603318,9.79700786245608e-36,2.05013038443483e-33
"ENSMUSG00000036362","P2ry13","74191",979.182935018744,0.890525600066197,0.0714257262571049,12.4678550255219,1.11794924413005e-35,2.31926280689567e-33
"ENSMUSG00000030577","Cd22","12483",102.119111175303,2.61006187848446,0.211679691366332,12.3302422714114,6.22592524548618e-35,1.28057171822756e-32
"ENSMUSG00000025017","Pik3ap1","83490",672.424755732499,0.83482487494676,0.0679010310956977,12.2947304551264,9.66787156983717e-35,1.97167228244179e-32
"ENSMUSG00000029915","Clec5a","23845",192.210035993265,1.43624371872765,0.117771430649158,12.1951793470713,3.29777147458529e-34,6.6689807173021e-32
"ENSMUSG00000020573","Pik3cg","30955",616.677093416896,0.988882021064348,0.081264914974395,12.1686218631488,4.56728620033462e-34,9.0869555267541e-32
"ENSMUSG00000021242","Npc2","67963",5654.00099475531,0.573064775364308,0.0470937625752729,12.1685918479829,4.56896579570848e-34,9.0869555267541e-32
"ENSMUSG00000026285","Pdcd1","18566",75.0494019064432,3.81773524700073,0.314221737334078,12.149812674932,5.74971829875646e-34,1.13415549884897e-31
"ENSMUSG00000052160","Pld4","104759",953.508144937885,0.80395756350989,0.066200560843822,12.1442711853538,6.15284013088383e-34,1.20380567276195e-31
"ENSMUSG00000022876","Samsn1","67742",233.90079327066,2.00061784165113,0.165584052570594,12.0821891395502,1.3118001650538e-33,2.5458444332274e-31
"ENSMUSG00000046718","Bst2","69550",366.186122337613,1.27519926101364,0.105659653111048,12.0689328751952,1.54119857014113e-33,2.9671154872357e-31
"ENSMUSG00000022912","Pros1","19128",1581.66652928085,0.578024656917861,0.0486266290789016,11.8869982942877,1.38287701420221e-32,2.64118534498224e-30
"ENSMUSG00000017760","Ctsa","19025",8288.6046237572,0.514022408418259,0.0432912162175851,11.8735959238184,1.6233678896197e-32,3.07609041446441e-30
"ENSMUSG00000006219","Fblim1","74202",285.340315741024,1.13481569778756,0.0958958717460313,11.8338326470714,2.60948746162772e-32,4.90604029406806e-30
"ENSMUSG00000043008","Klhl6","239743",275.35434001818,1.71774554724263,0.145720430810332,11.7879527097914,4.50355729699237e-32,8.4014035931877e-30
"ENSMUSG00000029622","Arpc1b","11867",1638.41217607889,0.844743683196217,0.0717517988981885,11.773135951544,5.36908390337695e-32,9.93900031805895e-30
"ENSMUSG00000048163","Selplg","20345",2650.56526690014,0.742178750945395,0.0632703427484387,11.7302786535594,8.91646551804959e-32,1.63797513505239e-29
"ENSMUSG00000034957","Cebpa","12606",1002.74487613889,0.998994320892318,0.085244270794833,11.7191960418866,1.01631892259625e-31,1.85285718729385e-29
"ENSMUSG00000025351","Cd63","12512",5165.57615087665,0.572051770829379,0.048996043701072,11.6754686219056,1.70125609968954e-31,3.07825022849841e-29
"ENSMUSG00000004730","Adgre1","13733",678.897141745458,0.959013696699325,0.0824053478785266,11.6377604292503,2.64879731789583e-31,4.75696324292262e-29
"ENSMUSG00000033880","Lgals3bp","19039",3385.00767681079,1.33923750522428,0.115233140421686,11.6219821860573,3.18656003033879e-31,5.68033830593355e-29
"ENSMUSG00000018930","Ccl4","20303",49.6373339588984,5.78693706410307,0.498194599499715,11.6158165301557,3.42500585786965e-31,6.06049749776715e-29
"ENSMUSG00000071713","Csf2rb","12983",246.40676938039,1.48320212264388,0.127926550727597,11.5941695778398,4.41123414730258e-31,7.74863866823626e-29
"ENSMUSG00000032122","Slc37a2","56857",750.446160926881,1.12845390002948,0.0979979286453554,11.5150791004291,1.1075786229695e-30,1.9314405479537e-28
"ENSMUSG00000041797","Abca9","217262",1786.78739447329,0.664843331072636,0.0577459486945524,11.51324631602,1.1313776515189e-30,1.95874843048938e-28
"ENSMUSG00000035273","Hpse","15442",283.67388531108,1.91628002861575,0.166943488235511,11.4786150024157,1.68965397975104e-30,2.90439450162205e-28
"ENSMUSG00000021939","Ctsb","13030",56547.4206386225,0.426394526616377,0.0372517390855388,11.4462985375602,2.45402076510149e-30,4.18836948313243e-28
"ENSMUSG00000040613","Apobec1","11810",313.010141054604,1.31439919176107,0.115583691032489,11.3718395737303,5.77573174391282e-30,9.78823833924381e-28
"ENSMUSG00000052688","Rab7b","226421",229.432395227574,1.72728772565,0.151969437262473,11.3660204101877,6.17387597795645e-30,1.03898129657008e-27
"ENSMUSG00000024164","C3","12266",554.124038442651,1.13105174694525,0.0996699650856065,11.3479697316418,7.5904733416037e-30,1.26850514559509e-27
"ENSMUSG00000000290","Itgb2","16414",1077.75776485273,1.62638099674791,0.144678282205974,11.2413623658627,2.5540996225461e-29,4.23892464941875e-27
"ENSMUSG00000018126","Baiap2l2","207495",337.077743765587,1.4183032761329,0.126403903104632,11.2204072920034,3.23775811931596e-29,5.33675679050265e-27
"ENSMUSG00000056529","Ptafr","19204",240.260357413154,1.16038798700607,0.103698746297673,11.1899905103492,4.56482488685358e-29,7.47295992531506e-27
"ENSMUSG00000029810","Tmem176b","65963",1782.217555227,0.672134829387559,0.0608204055561423,11.0511402093023,2.16448128531398e-28,3.51947581966764e-26
"ENSMUSG00000048120","Entpd1","12495",1526.78782968654,0.512016035514166,0.0463482778985045,11.0471426065797,2.26303520547598e-28,3.65502967917983e-26
"ENSMUSG00000044827","Tlr1","21897",100.220430001614,2.33301710460026,0.213855766398961,10.9093018340589,1.0405238025762e-27,1.66934702059974e-25
"ENSMUSG00000090675","Or5v1b","545205",157.483424976962,3.91474168496458,0.359693222515475,10.8835569866657,1.38067929822294e-27,2.20040048422086e-25
"ENSMUSG00000030341","Tnfrsf1a","21937",1346.79841482587,0.68334448020051,0.0630577594958912,10.8368024120019,2.30383185739459e-27,3.64748116106585e-25
"ENSMUSG00000044811","Cd300c2","140497",338.142082944728,1.28187957221545,0.118532841735804,10.8145519287609,2.93724476588248e-27,4.61992126084718e-25
"ENSMUSG00000018654","Ikzf1","22778",618.182011637185,0.855583757262247,0.0791773800387352,10.8059114464722,3.22735772961058e-27,5.04327037422589e-25
"ENSMUSG00000071203","Naip5","17951",272.124480304124,1.29074939922234,0.120004946068664,10.7558016690729,5.56480186878504e-27,8.63980367563304e-25
"ENSMUSG00000033220","Rac2","19354",255.29460154391,1.11347588258398,0.103937120247969,10.712976075607,8.84711227207227e-27,1.36478049248346e-24
"ENSMUSG00000068699","Flnc","68794",783.622157706308,0.85398842820416,0.0800189774203186,10.672323687897,1.37152861805757e-26,2.10228256009907e-24
"ENSMUSG00000000628","Hk2","15277",922.735251661917,0.771239097268091,0.0724472109687844,10.6455319253131,1.82936423812564e-26,2.78630698674009e-24
"ENSMUSG00000030786","Itgam","16409",557.580916700907,0.88016652394983,0.0826972309022342,10.643240581905,1.8749276289458e-26,2.8377442384013e-24
"ENSMUSG00000027447","Cst3","13010",54344.8895678976,0.390456135117112,0.0367426497291115,10.6267821726464,2.23698006387218e-26,3.36455782731776e-24
"ENSMUSG00000052085","Dock8","76088",884.314514038408,0.890377599165217,0.084564625985556,10.5289604109087,6.35322301661729e-26,9.4962926642792e-24
"ENSMUSG00000024397","Aif1","11629",414.240265846025,0.954815435346164,0.0907708829118159,10.5189616396457,7.06478504752187e-26,1.04946945783095e-23
"ENSMUSG00000051506","Wdfy4","545030",500.848185248357,0.953614894285342,0.0906939032986317,10.5146526899976,7.3952774126172e-26,1.09182423886278e-23
"ENSMUSG00000054520","Sh3bp2","24055",485.804547687198,1.04442871345487,0.0995472812250915,10.4917854169544,9.42307023932905e-26,1.38272064213081e-23
"ENSMUSG00000025877","Hk3","212032",224.908510922141,1.19212394829602,0.115353974251681,10.3344852748205,4.9204655634533e-25,7.1764244717881e-23
"ENSMUSG00000026748","Plxdc2","67448",6841.19519648457,0.443974610164492,0.043071933315216,10.307747435327,6.50071129776957e-25,9.42407333619427e-23
"ENSMUSG00000031103","Elf4","56501",275.207184590433,1.11163389984282,0.108443929425243,10.2507711195501,1.17403134003821e-24,1.69180025137841e-22
"ENSMUSG00000002111","Spi1","20375",374.546633805917,1.16643704378757,0.113943767501181,10.236953449652,1.35433970672496e-24,1.94001101442478e-22
"ENSMUSG00000022901","Cd86","12524",269.24984796588,1.46249065831028,0.143006528062058,10.2267405420516,1.50499695410234e-24,2.14306223079721e-22
"ENSMUSG00000021998","Lcp1","18826",1600.15680680667,0.707570662216924,0.0695526277077638,10.1731693759996,2.6126630738935e-24,3.69845511019101e-22
"ENSMUSG00000024610","Cd74","16149",1149.73744628551,1.92714031304973,0.190804968089692,10.1000531188676,5.52122748955355e-24,7.7700783354448e-22
"ENSMUSG00000022037","Clu","12759",60763.6635396278,0.355721736230497,0.0353372881586594,10.066469578349,7.77178555287301e-24,1.08737220540633e-21
"ENSMUSG00000053158","Fes","14159",577.537693163983,0.728134007717969,0.0726816414196599,10.0181282851575,1.26883009150511e-23,1.76499399722951e-21
"ENSMUSG00000021876","Rnase4","58809",1088.39297981958,0.81168447849892,0.0811150903734921,10.0065779962957,1.42599885389687e-23,1.97222197810506e-21
"ENSMUSG00000074622","Mafb","16658",2135.34258792768,0.678242038238738,0.0678350894186442,9.99839528555741,1.54886506960507e-23,2.12991073714549e-21
"ENSMUSG00000029771","Irf5","27056",436.64047822781,1.00899208716626,0.101001404593468,9.98988173706557,1.68782990780752e-23,2.30781970064704e-21
"ENSMUSG00000029371","Cxcl5","20311",120.313998718887,1.86171896796572,0.186606489393977,9.97671074576148,1.92750727387245e-23,2.62064760145427e-21
"ENSMUSG00000079110","Capn3","12335",710.979697486405,0.88614880533634,0.0889256071366643,9.96505769113809,2.16747990396971e-23,2.93035976904669e-21
"ENSMUSG00000035778","Ggta1","14594",680.947918776074,0.981063742446638,0.0986215351296205,9.94776385459021,2.57913289952492e-23,3.46742085067415e-21
"ENSMUSG00000062082","Cd200r4","239849",59.7805713331849,2.93912513858398,0.295631728896072,9.94184605813138,2.73707049412565e-23,3.65931119117409e-21
"ENSMUSG00000026701","Prdx6","11758",16798.0240949297,0.402674132293074,0.0409310035493864,9.83787587341262,7.73261435188851e-23,1.02809593579114e-20
"ENSMUSG00000026185","Igfbp5","16011",27291.3522102303,0.461889969291706,0.0470079781813108,9.82577824364592,8.71978900027362e-23,1.15297649610761e-20
"ENSMUSG00000033386","Frrs1","20321",307.62921399319,1.03633757381105,0.105742643782638,9.80056424484076,1.1195847456089e-22,1.47228453022285e-20
"ENSMUSG00000073489","Ifi204","15951",94.4568562449725,2.02378666592969,0.207603670968622,9.74831830519784,1.87549278099935e-22,2.43966128512158e-20
